0,103940,194813,96540797580
1,163519,281056,143994636463
2,149630,344881,164022792105
3,154430,451444,186171971306
4,150979,398672,180597091331
5,159881,329387,163914761415
6,143801,345009,163645476739
7,158875,385283,165299716751
8,160778,372211,165061678477
9,103205,260253,134152223333
10,154288,342930,163876555524
11,130980,350404,158776812592
12,146514,342254,163475125852
13,167373,289471,145161617245
14,130505,210396,105190973073
15,159234,375737,165053023561
16,137428,248273,130061051188
17,122152,199173,104529674648
18,159036,381350,165249502900
19,160385,310261,151782807825
20,144209,355157,163717264147
21,105940,129785,49332321844
22,155425,306532,151518962049
23,115658,215951,106672379578
24,95375,247539,129182180527
25,117316,226437,107316708492
26,110586,212747,105155221370
27,116965,202423,104634400173
28,114319,174221,87722724639
29,100553,135267,69961450441
30,177582,559931,312264332275
31,123434,450162,179845572914
32,119851,300482,149572199501
33,112874,170242,86918040266
34,133081,220901,109700445401
35,134666,349709,163506290905
36,157314,369434,165023678796
37,125926,205134,105043842982
38,106867,98646,44309204451
39,137762,331656,163256813640
40,110266,216720,106631207250
41,119499,200099,104535372859
42,152826,332751,163798448861
43,46818,118987,47658274514
44,83981,199431,104257290429
45,111407,134492,69229902895
46,84677,127069,49157873429
47,88305,133144,69131195057
48,157314,355325,164222588249
49,154031,358976,164144519338
50,151916,301450,150696371916
51,135200,218166,109668477344
52,142457,459797,197594975705
53,98512,155171,80245556176
54,118221,207398,105062364341
55,138223,342657,163339757739
56,156846,351809,164172699817
57,161567,281525,143998251327
58,121138,383558,163003835692
59,105527,111091,44969142639
60,133035,219317,109689928091
61,94702,173432,87571922574
62,89892,225003,106954220332
63,156565,329797,163884732979
64,47283,257127,133384537843
65,122268,202793,104661807708
66,157081,358377,164235826883
67,172172,525949,311654288361
68,48021,274594,138768927001
69,72012,394014,172880318132
70,158483,383167,165252056927
71,146045,318110,152822388717
72,166466,477185,200019084298
73,38416,192793,95433853512
74,122129,365034,162459265417
75,69415,149416,77555004455
76,154456,337528,163856660416
77,118904,231630,120747330520
78,117796,161677,82538465892
79,117513,226816,107318689809
80,52064,318321,147955072514
81,151060,357976,164110275424
82,146276,389009,164800456993
83,135710,334901,163264858041
84,41044,183689,94817093196
85,154817,335476,163811996946
86,162823,491269,200521023631
87,119467,192654,96574051251
88,71753,337865,156924293315
89,100723,344375,158381317935
90,129134,532789,284451675758
91,132268,206385,107921815836
92,154268,332909,163805959921
93,157378,388863,165297321309
94,108458,271710,140865136364
95,154848,332828,163807537488
96,121868,236716,121317984780
97,141183,397776,180490325675
98,61952,180070,87509025088
99,174968,747342,324750228180
100,111266,163663,82660445922
101,83973,160912,82460811269
102,126938,202527,104651906810
103,145975,494551,201960892223
104,147090,339507,163460187917
105,128401,212673,105225048137
106,119905,197210,104495091489
107,116360,169836,86894693640
108,43042,181481,94784103178
109,115858,219055,106781618922
110,114463,203044,104612061399
111,106754,464841,190482924042
112,150077,328413,163754826739
113,95435,250981,129710130987
114,142859,327519,153911792987
115,86036,130364,49244296484
116,161155,295549,150372318483
117,160364,312626,152533258956
118,104119,121802,48259108071
119,142539,371821,164499600603
120,61277,323914,148148531673
121,132874,253373,130630154794
122,156155,281617,144007248571
123,164409,286181,144369369529
124,153144,342046,163869887444
125,40606,186455,94931097854
126,172771,521743,203711861935
127,154089,454081,186191833637
128,109300,225565,107258388428
129,120490,211696,105199941906
130,128892,380540,163036610544
131,110432,244514,123428262336
132,107256,78121,36390385496
133,128913,207419,105082354281
134,42602,180779,94776928058
135,155794,344919,164148646685
136,132359,286188,144235259143
137,81347,161199,82451472291
138,117990,221383,107174335918
139,157751,364875,164978825839
140,177246,560324,312264387928
141,142445,335304,163375577314
142,151030,325343,153869041654
143,157708,324268,153860457740
144,136060,398796,180468829160
145,122747,211524,105200862675
146,153795,480162,199925314595
147,194899,541695,312945864383
148,161939,619597,315135429693
149,142992,323491,153643567216
150,132283,301774,150664056299
151,180542,500077,203340066294
152,152849,336097,163848541699
153,120919,203042,104662049895
154,148655,341509,163832957115
155,161741,303962,151447125581
156,167975,287664,145096986759
157,146837,340632,163471344482
158,194055,743291,325263889775
159,151672,299277,150628992952
160,158513,389285,165314973203
161,118155,218382,106780447411
162,149496,419589,181871225572
163,129518,201509,104647390622
164,42950,172123,87115939414
165,135260,220640,109702718548
166,72207,415849,174821327903
167,111904,150981,78076726432
168,75321,158365,82020231801
169,122661,191813,96483525005
170,153349,313010,152528416837
171,119857,196376,96618679105
172,80413,220240,106498721877
173,120382,606896,290752057256
174,115061,107508,44898643397
175,78910,240668,122848094814
176,133339,336962,163285349006
177,45417,178543,87454476249
178,160533,262014,134955072149
179,154210,576298,311069692466
180,96602,249529,129316469050
181,43255,171037,86394806199
182,73181,122645,48141843261
183,153587,313725,152575410099
184,115334,251847,129782924966
185,130868,202085,104654037452
186,107054,291831,141432893054
187,102957,281851,141224619739
188,94162,142557,71348715218
189,101576,341572,158015713376
190,158697,425109,181988994661
191,146857,410018,181507306033
192,112238,172104,87654893198
193,87803,358435,157765885263
194,121302,190368,96451851334
195,145848,367393,164480126593
196,104127,138057,70251229823
197,97911,542669,284726086607
198,157646,329623,163884032445
199,43674,172292,87117302058
200,166883,287128,145091247747
201,128530,194493,96602106570
202,151477,329103,163757935223
203,97879,121272,48163116583
204,125968,211389,105211898568
205,122120,191201,96476782616
206,179810,505539,203197035534
207,151131,354352,164096386954
208,125962,237769,122764068906
209,133262,255279,134253678254
210,163907,282543,144105031507
211,135969,326797,153899804049
212,156336,343538,163969621764
213,118670,213020,106637384342
214,117149,331872,158146324817
215,105878,355862,158544249660
216,81388,285331,140255024730
217,119511,198007,104501722351
218,95155,139420,71013269043
219,124023,457703,180374906351
220,85015,130901,49247097143
221,158777,386952,165301013186
222,130418,210058,105190410082
223,119109,165338,86624253509
224,132466,221531,110059376490
225,141668,253932,130643041092
226,107160,129463,49334770040
227,127543,349627,158765322143
228,122835,253818,129918041491
229,155252,341261,163875203697
230,157586,328906,163883700812
231,149879,326855,153931817975
232,155272,347872,164064187520
233,160413,370641,165056205731
234,91241,231441,120682783081
235,155870,380871,165227655869
236,109234,211108,105144070594
237,67750,186143,95709305774
238,150007,350177,164040801835
239,131142,221486,110059071142
240,150430,299290,150627466350
241,161162,319611,153589349466
242,159276,379404,165237491952
243,123890,351151,158755446190
244,134027,266664,142004251659
245,147942,289281,145060014742
246,115783,110672,45030345735
247,136395,253922,130639693195
248,153761,416603,181692294933
249,117939,199522,104526033251
250,121262,197500,104496429974
251,119741,197581,104495567837
252,105836,164556,86577719180
253,37279,133979,69043247967
254,158181,304283,151457119957
255,172018,620434,316078549772
256,140624,465703,197755954408
257,103832,254549,133489178168
258,152490,370382,164922054876
259,113847,573894,287270855387
260,105583,164180,86574306191
261,176072,569957,312254876425
262,164002,290884,145357867394
263,156246,327408,153943921190
264,158537,336612,163956290706
265,133425,204451,107553644905
266,150100,323170,153667355236
267,80898,125947,48939095122
268,154985,364954,164880411078
269,166075,280275,144037452027
